[2024-09-11 17:37:30,421] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input.py[104]:get_job_id(<ait_sdk.common.files.ait_input.AITInput object at 0x7f8b3b8e24c0>)
[2024-09-11 17:37:30,422] [140236661360448] DEBUG	logging.py - wrapper:135 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input.py[104]:get_job_id() = 1
[2024-09-11 17:37:30,422] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input.py[105]:get_run_id(<ait_sdk.common.files.ait_input.AITInput object at 0x7f8b3b8e24c0>)
[2024-09-11 17:37:30,422] [140236661360448] DEBUG	logging.py - wrapper:135 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_input.py[105]:get_run_id() = 1
[2024-09-11 17:37:30,422] [140236661360448] DEBUG	logging.py - wrapper:135 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/develop/ait_path_helper.py[99]:_get_result_dir_path() = /usr/local/qai/mnt/ip/job_result/1/1
[2024-09-11 17:37:30,423] [140236661360448] DEBUG	logging.py - wrapper:135 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/develop/ait_path_helper.py[90]:get_output_file_path() = /usr/local/qai/mnt/ip/job_result/1/1/ait.output.json
[2024-09-11 17:37:30,423] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_output.py[90]:write_output(<ait_sdk.common.files.ait_output.AITOutput object at 0x7f8b3b8e2490>)
[2024-09-11 17:37:30,423] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest.py[143]:get_name(<ait_sdk.common.files.ait_manifest.AITManifest object at 0x7f8b3b8e2460>)
[2024-09-11 17:37:30,424] [140236661360448] DEBUG	logging.py - wrapper:135 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest.py[143]:get_name() = dev_ait_template_for_aithub
[2024-09-11 17:37:30,424] [140236661360448] DEBUG	logging.py - wrapper:129 -> [START] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest.py[144]:get_version(<ait_sdk.common.files.ait_manifest.AITManifest object at 0x7f8b3b8e2460>)
[2024-09-11 17:37:30,424] [140236661360448] DEBUG	logging.py - wrapper:135 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_manifest.py[144]:get_version() = 0.1
[2024-09-11 17:37:31,520] [140236661360448] DEBUG	logging.py - wrapper:137 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/common/files/ait_output.py[90]:write_output()
[2024-09-11 17:37:31,520] [140236661360448] DEBUG	logging.py - wrapper:137 -> [END] /usr/local/lib/python3.9/site-packages/ait_sdk/develop/annotation.py[2]:main()
